hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,8,2024,1949,60,1.2,6.8,4.4,8.8,3.9,17.3,6.3,11.8,5.4
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,10,2024,1018,70,1.2,4.0,2.8,9.6,6.9,20.1,13.8,18.9,7.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1542,116,1.59,2.51,1.1,9.5,4.31,5.55,4.21,12.4,6.28
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4,2024,1578,114,1.5,2.6,1.1,9.3,4.3,5.5,4.2,12.9,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2025,1579,113,1.4,2.4,1.0,8.7,4.1,5.1,3.9,12.1,5.8
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,2,2024,1523,108,1.4,2.5,1.0,8.9,4.2,5.2,4.0,12.4,5.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,5,2024,1589,115,1.5,2.6,1.1,9.4,4.3,5.5,4.3,13.0,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,6,2024,1545,110,1.4,2.5,1.0,9.0,4.2,5.3,4.1,12.5,6.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,2,2024,1523,108,1.4,2.5,1.0,8.9,4.2,5.2,4.0,12.4,5.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1585,114,1.5,2.6,1.1,9.3,4.3,5.5,4.2,12.9,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,1593,112,1.59,2.63,1.2,9.23,4.17,5.41,4.06,13.08,6.12
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,5,2024,1603,111,1.56,2.69,1.03,9.44,4.33,5.54,4.44,12.7,6.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1546,111,1.61,2.51,1.05,9.4,4.19,5.45,4.36,12.29,6.14
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4,2024,1605,117,1.44,2.59,1.05,9.43,4.44,5.55,4.19,12.67,6.22
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,12,2024,1601,117,1.6,2.7,1.1,9.5,4.4,5.6,4.4,13.2,6.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,7,2024,1931,104,2.4,1.9,3.7,18.7,4.4,23.6,6.2,16.4,16.5
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1419,58,4.1,2.8,1.4,9.4,5.5,8.0,7.2,19.3,7.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,2164,118,3.0,5.3,1.2,20.4,4.9,19.3,16.9,13.7,6.5
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1134,114,2.5,2.9,3.3,9.1,6.5,11.4,7.2,12.5,4.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1449,37,3.6,4.6,4.7,12.3,4.8,10.5,9.2,16.5,8.6
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1254,90,1.5,5.8,1.6,10.2,4.7,8.2,5.3,38.7,6.1
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,7,2024,2703,133,4.5,3.7,1.1,13.1,5.9,21.0,2.6,17.0,8.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,1647,26,2.1,6.7,1.3,10.3,4.9,4.3,5.9,13.8,14.1
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1437,52,1.3,2.6,4.7,13.3,5.3,4.7,6.8,24.9,13.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,2,2024,2189,87,3.2,2.6,1.7,17.2,7.9,6.9,3.1,17.5,6.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,1578,126,2.5,9.0,2.3,23.4,5.6,8.1,13.7,18.2,6.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1801,45,2.1,4.6,3.1,11.7,6.7,8.7,4.5,18.8,7.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,1567,29,5.5,7.6,1.8,22.2,6.0,9.0,6.8,28.6,7.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,3,2024,1598,116,1.6,2.7,1.1,9.5,4.4,5.6,4.3,13.1,6.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,2671,52,2.0,2.9,2.6,8.7,7.6,7.3,6.5,40.0,8.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,2623,131,3.1,4.1,0.7,7.9,6.1,5.4,10.0,12.8,8.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,2,2024,945,64,3.6,6.0,2.9,16.2,6.6,13.8,9.1,23.7,9.4
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,987,68,3.8,6.2,3.1,16.7,6.8,14.2,9.5,24.3,9.7
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5,2025,984,70,4.17,6.03,3.04,16.23,6.97,13.37,9.22,22.59,9.7
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2025,1012,73,3.59,5.68,2.99,15.62,7.01,13.69,8.58,23.42,10.02
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,3,2024,995,69,3.94,6.38,3.08,16.41,6.58,14.14,9.82,24.54,9.42
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,6,2024,997,68,3.55,6.36,3.04,16.83,6.69,14.18,10.04,24.49,9.92
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,2,2024,970,69,3.73,6.72,3.17,15.88,6.89,14.05,9.81,23.96,9.74
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5,2024,1011,70,3.9,6.4,3.2,17.1,7.0,14.6,9.8,24.8,10.0
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,1770,129,2.1,4.3,1.8,10.7,4.6,5.7,15.9,12.1,6.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,604,71,3.4,3.4,1.1,13.4,5.1,14.7,10.5,12.3,7.6
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,9,2024,804,150,2.6,4.0,2.2,13.1,5.1,5.6,6.0,13.3,7.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,8,2024,1585,135,3.6,8.9,1.7,10.1,4.6,6.0,3.6,13.9,8.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,11,2024,1830,61,3.1,6.0,1.7,16.2,4.3,5.2,4.6,18.1,15.5
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,1237,91,1.5,3.6,4.8,14.0,5.8,7.0,17.0,26.6,6.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,3,2025,1800,112,1.4,7.2,1.8,7.9,6.5,4.8,9.8,18.1,15.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,1289,88,5.2,1.9,0.8,6.8,8.9,9.5,7.1,18.4,8.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,768,122,4.0,2.5,1.4,12.3,3.5,10.4,14.0,13.4,6.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,10,2024,1007,70,3.9,6.4,3.1,17.0,6.9,14.5,9.7,24.7,9.9
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,3,2024,1059,188,2.2,10.1,0.7,10.3,4.6,8.5,6.8,26.1,5.0
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,4,2024,751,52,2.8,4.8,2.3,14.0,6.0,10.7,7.2,20.5,8.5
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2024,743,51,2.8,4.7,2.3,13.8,5.9,10.5,7.1,20.2,8.4
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,5,2024,1296,60,2.4,2.1,1.6,16.7,3.9,6.8,9.7,20.3,4.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,694,93,5.3,5.6,2.8,23.6,4.6,10.8,6.7,40.0,6.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2024,1765,119,3.6,2.5,2.2,17.2,4.7,8.0,4.6,14.7,13.4
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,8,2024,1835,61,1.8,2.6,2.2,12.3,4.4,5.8,3.6,31.7,6.7
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,12,2024,770,54,3.0,4.9,2.4,14.4,6.1,11.1,7.5,20.9,8.8
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,7,2024,779,54,2.71,4.79,2.36,13.5,5.91,9.45,6.87,20.16,8.11
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,12,2024,770,54,3.0,4.9,2.4,14.4,6.1,11.1,7.5,20.9,8.8
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,3,2024,768,53,2.9,4.9,2.4,14.3,6.1,11.0,7.4,20.8,8.7
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2025,738,51,2.68,4.54,2.12,12.95,5.82,10.01,6.68,18.34,7.97
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,10,2024,756,52,2.8,4.8,2.3,14.0,6.0,10.7,7.2,20.5,8.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,751,54,2.65,5.05,2.08,13.8,6.01,10.67,6.97,20.18,8.31
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,774,54,2.78,4.64,2.28,14.75,5.98,10.89,7.07,20.31,8.61
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,728,50,2.7,4.6,2.2,13.5,5.8,10.3,6.9,19.9,8.2
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,736,54,2.75,4.67,2.31,13.24,6.06,11.02,7.22,21.09,8.09
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2024,567,58,1.5,2.7,1.8,10.8,7.4,10.4,4.2,9.2,13.7
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,1011,61,3.7,2.6,3.0,21.7,6.9,5.3,7.2,13.2,6.9
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,10,2024,1290,156,2.2,2.5,3.1,11.1,4.8,9.5,4.2,14.7,7.0
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,5,2024,1858,132,1.8,3.2,1.4,10.8,4.8,7.0,5.2,15.0,6.9
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,8,2024,1843,133,1.77,3.03,1.34,10.69,4.65,6.62,5.15,14.84,6.74
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,8,2024,1842,130,1.8,3.1,1.4,10.6,4.7,6.9,5.1,14.8,6.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,12,2024,1836,129,1.96,3.21,1.24,10.4,4.82,6.52,5.24,15.01,6.7
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,2,2024,1842,131,1.71,3.16,1.46,10.52,4.75,7.01,5.04,14.83,6.83
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,9,2024,1856,132,1.89,3.06,1.32,11.01,4.51,7.23,5.05,14.74,6.71
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,2,2024,1319,115,6.8,3.8,1.1,26.5,10.8,9.4,5.3,18.3,7.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,4,2024,1754,123,5.3,2.2,1.7,10.6,3.7,24.1,7.1,13.1,7.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,11,2024,1734,155,1.5,4.9,1.3,24.9,4.8,3.6,3.4,11.6,8.0
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,4,2024,1496,122,2.6,3.0,2.3,9.2,4.9,14.1,4.9,25.2,9.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,6,2024,1317,75,1.3,3.0,1.3,27.1,5.3,4.2,4.4,13.0,16.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1813,131,1.77,3.09,1.43,10.83,4.79,7.17,5.11,15.01,6.77
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,11,2024,1420,73,3.8,7.1,1.1,7.2,3.6,3.6,6.4,17.7,6.2
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,12,2024,2196,102,2.5,2.7,1.0,10.2,6.7,6.1,8.8,14.7,7.9
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1545,29,3.7,6.0,3.0,9.3,8.7,13.0,3.6,12.1,9.5
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,6,2024,1102,77,3.0,5.2,2.5,15.0,6.2,11.9,7.6,22.1,8.9
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,8,2024,1129,79,3.1,5.3,2.6,15.3,6.3,12.2,7.9,22.5,9.1
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,9,2025,1146,82,2.97,4.97,2.41,14.18,6.37,11.02,7.42,21.02,9.21
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1137,76,3.02,5.33,2.6,15.1,6.42,11.79,7.8,22.58,9.26
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1153,82,2.99,5.28,2.62,16.1,6.34,12.77,7.88,23.12,9.39
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1140,80,3.1,5.4,2.6,15.5,6.4,12.4,8.0,22.8,9.3
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1140,80,3.1,5.4,2.6,15.5,6.4,12.4,8.0,22.8,9.3
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1126,79,3.1,5.3,2.6,15.3,6.3,12.2,7.8,22.5,9.1
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,3,2024,1156,81,3.2,5.5,2.7,15.7,6.5,12.6,8.1,23.1,9.4
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2024,1147,75,3.03,5.21,2.61,15.41,6.61,12.55,7.69,22.04,9.26
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,7,2024,1141,79,3.36,5.4,2.54,16.03,6.51,12.87,7.81,23.03,8.78
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1268,128,2.5,4.6,1.5,11.4,8.6,19.2,6.3,29.6,9.4
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2024,768,29,5.7,7.7,3.7,26.5,7.1,7.7,5.6,16.0,10.8
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1274,88,2.1,2.5,2.1,13.4,8.1,5.4,3.8,24.4,8.3
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,4,2024,867,88,2.0,5.3,5.6,10.9,4.4,5.2,6.3,19.5,9.9
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,3,2024,1801,42,3.8,7.3,1.7,13.4,5.3,8.7,4.3,12.7,6.0
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2025,1330,123,2.5,7.7,3.5,12.3,6.3,7.4,9.3,10.6,6.3
H008,Hospital México,Costa Rica,San José,San José Province,2,2024,856,58,2.3,4.1,1.9,12.4,5.3,8.9,6.1,18.1,7.5
H008,Hospital México,Costa Rica,San José,San José Province,7,2024,918,63,2.6,4.5,2.1,13.3,5.7,9.7,6.6,19.2,8.1
H008,Hospital México,Costa Rica,San José,San José Province,1,2025,906,62,2.3,4.0,1.8,12.1,5.2,8.7,6.0,17.8,7.4
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,925,65,2.7,4.5,2.1,13.5,5.7,9.8,6.8,19.4,8.2
H008,Hospital México,Costa Rica,San José,San José Province,4,2024,872,63,2.38,4.24,1.91,12.95,5.67,9.04,6.57,18.53,7.68
H008,Hospital México,Costa Rica,San José,San José Province,10,2024,891,64,2.61,4.37,2.01,13.3,5.48,8.82,6.45,18.96,8.12
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,6,2024,903,63,2.65,4.17,2.07,13.4,5.25,8.98,5.99,18.65,8.03
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,925,65,2.7,4.5,2.1,13.5,5.7,9.8,6.8,19.4,8.2
H008,Hospital México,Costa Rica,San José,San José Province,2,2024,911,62,2.22,4.09,2.14,13.64,5.48,9.55,6.52,20.21,8.12
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,873,62,2.5,3.97,2.0,12.99,5.6,9.75,6.65,18.49,7.69
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,1647,62,7.1,2.9,3.1,13.3,6.9,5.7,5.4,17.5,7.9
H008,Hospital México,Costa Rica,San José,San José Province,5,2024,1604,130,1.5,1.8,1.2,9.1,4.6,14.8,6.8,17.7,7.3
H008,Hospital México,Costa Rica,San José,San José Province,8,2024,1252,119,3.2,2.6,1.9,8.6,6.9,23.9,3.6,16.3,9.9
H008,Hospital México,Costa Rica,San José,San José Province,7,2024,945,63,3.6,2.6,5.6,12.9,5.4,17.7,6.3,34.3,5.5
H008,Hospital México,Costa Rica,San José,San José Province,10,2024,1634,29,1.7,4.1,1.7,11.4,5.7,6.8,4.6,20.2,4.8
H008,Hospital México,Costa Rica,San José,San José Province,8,2024,554,42,1.4,3.3,1.6,9.5,5.1,9.6,7.5,18.0,11.1
H008,Hospital México,Costa Rica,San José,San José Province,11,2024,923,80,6.8,8.9,1.6,9.4,7.1,12.2,7.8,19.6,12.6
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,2,2024,699,46,4.71,7.35,3.58,19.73,8.07,16.35,11.19,27.99,10.91
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,1,2024,709,42,4.6,7.1,3.69,19.55,7.66,16.55,10.96,28.39,11.44
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,12,2025,718,48,4.38,6.56,3.34,17.75,8.0,14.21,10.19,26.13,10.87
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,8,2024,627,106,4.6,8.1,1.6,19.1,8.1,23.6,6.3,22.8,6.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,6,2025,674,46,3.94,6.78,3.4,17.15,7.7,15.2,10.59,26.61,11.05
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,1,2024,1556,42,4.5,1.7,1.6,19.7,7.4,8.5,11.5,20.2,4.7
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,7,2024,1578,94,4.5,8.7,4.2,19.1,6.8,19.2,9.1,32.9,7.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,8,2024,1755,48,4.7,3.7,0.7,19.7,4.3,18.7,4.9,13.0,7.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,4,2024,1472,37,4.6,2.6,1.9,19.1,3.6,5.6,9.7,11.8,8.2
