hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,7,2024,1752,89,3.4,3.9,2.1,11.6,4.3,15.6,6.4,14.7,8.1
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,9,2024,1338,135,2.6,10.7,2.3,13.5,6.7,6.6,7.1,10.2,12.8
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,752,126,2.6,6.6,3.9,16.8,5.7,3.3,6.7,15.2,6.2
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2025,752,79,2.6,4.2,1.4,6.8,5.4,10.4,10.2,20.8,8.2
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,9,2024,1647,184,4.0,3.8,3.3,10.6,10.9,18.7,9.3,10.5,6.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2025,1447,86,1.9,4.5,1.0,6.6,5.5,9.3,6.2,15.1,5.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1682,99,1.7,4.1,1.9,9.4,7.4,8.5,6.8,33.2,8.7
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,5,2024,1026,90,6.7,1.8,3.8,14.1,3.5,8.2,12.8,14.0,10.2
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,12,2024,1847,53,1.8,4.9,3.0,13.6,5.6,9.0,6.1,18.5,7.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,9,2024,820,57,4.9,3.4,2.8,19.8,5.5,6.5,13.7,13.2,6.6
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,7,2024,1123,154,2.1,3.8,2.5,9.1,3.6,7.3,7.5,38.0,13.0
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,1,2025,429,105,4.5,6.1,4.3,22.3,4.1,6.9,9.4,8.7,8.0
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,993,151,1.6,2.4,0.8,13.2,5.5,14.5,8.6,17.1,8.3
H008,Hospital México,Costa Rica,San José,San José Province,11,2024,2623,129,5.7,10.9,1.5,19.8,4.6,14.7,6.3,13.0,7.5
H008,Hospital México,Costa Rica,San José,San José Province,9,2024,1306,135,3.3,8.6,2.9,7.7,4.3,3.9,4.7,18.6,10.8
H008,Hospital México,Costa Rica,San José,San José Province,4,2024,735,90,1.7,3.0,0.9,15.8,4.8,7.5,7.2,20.5,6.1
H008,Hospital México,Costa Rica,San José,San José Province,5,2024,1822,102,1.5,7.3,2.0,15.9,5.7,6.3,4.0,18.3,9.7
H008,Hospital México,Costa Rica,San José,San José Province,6,2024,608,120,2.2,4.0,2.8,11.9,4.1,5.6,5.2,18.9,6.7
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,1857,79,1.4,2.8,1.1,9.1,4.0,5.8,4.3,40.1,7.8
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,11,2024,1592,63,4.408537071223354,4.6,1.0,19.070322074264453,5.2,14.1,3.2,13.4,13.2
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,11,2024,1115,79,4.628621000469508,2.6,2.0,19.34887831788026,5.9,7.4,9.2,24.4,12.9
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,12,2024,2698,151,4.958793088467578,6.0,2.2,20.54587894278677,5.9,14.6,8.9,13.8,4.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,9,2024,2167,151,4.967552941171959,7.4,2.7,21.12429534999317,5.3,5.3,13.0,17.8,10.0
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1,2024,751,113,5.407612048335753,7.9,0.7,20.83916416454117,4.8,10.5,6.4,9.5,8.4
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,2,2024,2178,69,5.496864151094937,2.6,3.3,20.04281655702024,5.6,8.9,2.9,14.1,8.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1,2024,564,82,4.913641903110739,4.6,5.7,20.67769357202443,4.3,14.6,12.8,19.5,6.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,10,2024,1059,136,5.455125571153035,8.7,1.1,21.59962689208188,9.2,7.4,7.5,20.1,9.6
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,10,2024,2121,63,1.4,7.3,1.1,26.111300065092625,5.1,8.0,5.4,11.4,5.5
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,5,2024,1845,96,3.8,3.0,2.6,26.34301780648269,7.5,4.9,5.9,23.7,8.5
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,6,2024,2145,41,2.5,6.5,2.1,26.10162124092556,4.3,9.0,6.3,20.8,7.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,1789,28,1.6,2.6,2.0,26.19569117238212,7.4,8.6,4.1,33.2,7.1
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,9,2024,1020,112,3.2,2.8,2.3,26.242449078667235,8.0,13.1,4.7,18.9,9.8
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,4,2024,1252,122,2.4,7.3,0.8,26.73189765679152,7.6,7.4,3.9,16.5,7.2
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,5,2024,608,114,1.5,8.7,5.2,26.6009433408267,4.7,9.4,6.9,30.2,6.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,5,2024,789,134,4.1,8.5,1.0,26.49038270572218,8.3,6.5,6.9,17.1,5.0
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,7,2024,539,52,2.2,5.8,1.6,11.7,5.9,10.6,7.5,17.1,7.9
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,2,2024,680,159,5.8,8.7,1.8,13.5,4.2,6.6,3.6,10.0,6.0
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,11,2024,735,80,6.6,2.1,3.9,21.8,6.9,3.6,5.2,13.2,8.0
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,4,2024,1869,73,4.2,4.5,1.1,26.2,5.5,9.0,7.0,34.6,6.4
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,12,2024,1536,59,2.8,1.8,1.7,9.4,5.6,20.9,9.8,28.6,5.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,12,2024,756,36,1.7,6.3,0.9,16.8,5.8,10.2,7.8,17.0,8.2
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,11,2024,1268,124,1.019508565294323,4.2,2.9,12.9,4.4,7.3,4.4,13.5,4.9
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,10,2024,1460,116,1.0345008329183392,6.0,1.2,13.0,4.5,13.3,7.2,11.8,9.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,4,2024,925,51,1.028796798162838,4.1,2.6,13.6,4.3,5.9,9.5,17.4,7.2
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,3,2024,1867,87,0.9755746962670152,3.8,3.5,27.5,4.2,24.7,9.5,32.5,10.6
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,9,2024,1467,62,1.0316459964090157,3.5,1.1,9.3,7.1,5.4,8.8,20.0,8.1
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2025,1789,121,1.0475152965428762,7.0,1.9,7.9,7.8,9.4,10.2,17.1,10.0
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2024,748,159,0.9388469289539308,3.4,2.9,13.3,5.3,13.8,5.9,25.2,10.2
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2024,1630,187,1.5,5.2,3.1,8.6,4.0,13.8,9.9,13.4,13.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,12,2024,1630,73,1.7,5.3,1.9,12.3,4.0,7.5,9.5,15.5,4.9
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,5,2024,441,123,2.5,6.2,2.2,9.5,10.8,7.2,2.6,11.7,10.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,8,2024,702,113,1.455274950983641,5.6,1.7,22.0,4.9,12.6,6.9,15.3,5.6
H016,Hospital CIMA,Costa Rica,San José,San José Province,12,2024,1273,79,1.21673629087613,6.0,3.5,9.3,4.4,9.3,14.1,14.0,13.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,8,2024,645,45,1.4640375949393287,4.4,2.3,13.1,4.5,5.4,3.5,13.6,7.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,8,2024,879,127,1.37254421801181,3.5,4.7,8.8,4.2,4.8,6.4,12.3,6.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,3,2024,2750,51,1.47364883355832,4.6,5.4,7.8,4.3,7.5,3.6,26.5,6.6
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,5,2024,2694,125,2.4,5.9,0.7,8.8,4.3,13.6,6.7,18.7,8.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,3,2024,1026,104,2.6,8.6,4.5,14.1,6.7,17.2,8.7,16.9,7.3
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1884,103,2.2,2.6,1.4,13.7,8.6,7.1,6.6,18.5,15.0
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,11,2024,904,114,4.3,4.7,1.5,12.9,5.4,14.2,6.8,14.4,5.0
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,9,2024,1556,82,2.7,2.6,1.0,12.5,4.7,8.4,5.8,12.9,7.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,8,2024,1470,52,2.3,6.2,1.0,16.7,5.3,7.7,13.5,20.1,9.7
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,3,2024,768,104,1.9,2.6,1.7,13.5,7.9,14.4,3.2,26.6,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,7,2024,702,78,1.3,3.4,1.0,23.4,5.5,10.0,12.8,10.0,6.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2025,543,153,1.6,6.1,1.9,8.1,4.2,5.0,2.8,16.1,7.7
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2024,554,55,1.4,3.7,1.0,12.5,5.4,20.1,4.3,19.1,7.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2024,1657,108,5.8,4.9,1.9,14.2,5.7,5.3,11.4,29.4,9.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,4,2024,1140,52,2.6,6.8,1.4,14.2,5.7,4.5,7.1,22.1,6.2
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,5,2024,868,88,1.8,3.2,2.1,13.4,6.5,7.5,4.5,12.5,8.2
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2024,751,61,4.7,2.9,3.1,18.6,7.2,18.9,10.3,20.0,6.4
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2024,773,89,1.6,3.2,1.0,18.4,6.1,5.6,3.7,22.5,9.3
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2025,998,61,7.1,2.4,3.4,8.4,4.1,14.6,16.7,13.4,7.6
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,5,2024,817,79,5.3,3.4,0.9,19.1,5.3,4.7,11.2,12.8,8.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2024,680,42,4.1,2.6,0.9,8.9,5.7,11.4,4.3,31.8,8.1
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,9,2024,1693,102,1.8,2.3,3.6,9.1,5.9,10.5,6.8,16.1,7.6
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,10,2024,1342,91,2.2,4.7,1.7,12.3,8.2,9.8,4.2,38.5,5.7
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,1,2025,1847,138,2.4,7.6,1.6,7.1,5.1,4.3,16.6,10.1,9.1
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,9,2024,1574,135,1.5,4.9,4.9,13.1,8.3,10.2,6.2,39.8,8.0
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,7,2024,1743,129,2.1,6.8,1.0,8.7,6.9,5.6,6.6,12.9,6.7
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,4,2024,1267,99,1.5,2.6,2.8,7.4,5.3,6.4,10.6,22.9,12.7
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,10,2024,1247,36,4.0,6.6,2.2,12.3,10.8,7.8,6.0,28.6,6.2
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,1570,120,1.0,2.5,4.1,9.3,7.6,6.8,4.6,16.1,4.9
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,1,2025,1482,109,4.2,4.0,3.9,9.5,4.4,6.8,7.2,10.2,5.2
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,5,2024,548,50,4.9,2.9,2.3,15.6,4.3,24.8,11.4,12.6,9.7
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,5,2024,1018,137,2.3,6.1,1.6,9.5,3.6,8.0,17.0,24.6,5.0
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,1,2024,1259,88,2.3,7.4,1.9,12.0,4.1,18.2,7.3,40.3,16.0
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,9,2024,756,71,2.1,5.3,1.9,21.8,4.8,14.6,5.3,16.5,7.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,1,2024,1214,73,2.6,3.3,1.1,7.8,3.9,19.2,6.7,22.8,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,11,2024,1034,51,2.4,8.5,2.1,10.7,7.1,16.9,5.0,11.4,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,2,2024,1296,80,3.5,3.4,3.4,16.6,4.1,16.8,4.8,17.8,5.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,8,2024,1589,88,3.8,2.6,0.9,14.0,5.7,10.2,3.9,32.2,7.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,4,2024,645,43,5.6,5.7,2.6,17.3,4.6,5.9,3.6,9.6,8.7
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,6,2024,1598,72,2.2,3.6,1.6,13.5,6.9,16.9,16.5,15.3,7.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,5,2024,1461,127,1.8,3.1,2.6,8.6,3.4,12.0,4.1,24.6,9.7
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,7,2024,1456,104,3.7,2.6,4.5,9.8,5.7,24.8,8.6,8.5,6.9
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,6,2024,1467,127,7.1,3.3,3.1,16.6,4.2,17.1,5.7,13.0,5.9
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,8,2024,1463,157,3.1,5.1,2.1,16.8,5.3,18.2,8.5,23.6,9.1
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,1,2024,402,113,5.3,3.6,2.0,13.9,5.8,14.0,6.9,18.6,6.2
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,11,2024,1762,154,1.2,2.1,1.7,15.6,4.5,10.2,5.8,20.5,6.0
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,12,2024,402,79,4.2,3.1,2.2,13.4,4.3,7.5,4.7,24.9,6.1
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,7,2024,1884,126,1.2,2.6,1.7,21.7,4.0,20.3,6.3,20.2,8.2
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,1,2024,1265,129,6.9,10.7,1.0,9.5,4.9,3.6,4.6,19.2,6.9
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,12,2024,1235,127,1.1,2.4,2.9,21.8,6.3,5.1,4.6,10.1,7.5
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,1,2025,764,110,1.6,4.7,1.7,13.7,5.0,20.9,6.5,32.5,10.9
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,9,2024,1256,56,2.9,2.6,1.7,8.8,7.1,17.2,4.5,23.7,10.6
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,9,2024,1734,115,4.6,2.2,2.4,11.0,9.1,9.3,13.0,12.6,4.7
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,7,2024,1746,53,1.6,3.3,1.0,10.9,4.6,20.4,4.1,18.4,7.6
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,11,2024,1008,101,1.3,3.6,3.0,23.2,3.5,20.4,6.8,30.2,5.5
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,2,2024,1634,129,3.1,2.1,4.7,9.0,5.1,9.8,9.4,15.7,10.0
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,11,2024,1461,92,2.7,3.3,2.0,11.3,5.0,5.6,4.4,24.4,8.0
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,1,2025,678,62,1.2,7.9,1.7,7.1,5.4,13.6,9.5,16.7,9.7
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,10,2024,1474,119,3.1,2.8,5.2,9.0,6.4,24.3,16.5,14.0,6.3
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,5,2024,1845,94,3.6,10.4,2.6,16.6,6.4,14.1,5.9,15.7,7.4
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,7,2024,596,113,2.2,3.8,1.7,12.3,4.8,6.5,3.9,13.0,9.6
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,9,2024,752,88,5.572736964564932,9.1,1.5,21.124623784123635,5.7,4.9,4.8,15.9,5.2
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,3,2024,1467,54,5.511686017143449,6.2,0.8,21.765384104624303,6.8,10.5,2.6,12.3,8.1
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,5,2024,604,104,5.682970738843681,6.3,1.8,22.76490830491513,4.6,8.7,6.5,14.8,12.4
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1,2025,1858,113,5.8677859455593,5.0,2.4,21.95884852062837,5.3,3.9,13.4,23.7,7.1
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,5,2024,1935,70,1.5,4.5,2.2,15.8,3.6,5.6,4.6,24.9,11.7
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,11,2024,1289,87,1.3,4.5,1.0,16.5,5.3,14.0,16.2,22.5,4.7
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,2,2024,1697,126,1.2,5.7,1.0,7.9,5.0,13.8,6.3,13.0,7.8
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,3,2024,1007,103,5.3,4.7,1.1,11.2,10.7,7.6,9.7,32.5,6.2
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,7,2024,1024,128,3.2,5.7,1.1,8.0,6.8,6.1,4.8,24.7,8.5
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,6,2024,1008,75,7.0,3.9,3.3,10.4,10.6,13.8,2.8,9.2,10.9
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,3,2024,1026,127,3.2,1.8,1.8,13.7,6.7,7.0,13.6,40.0,6.4
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,8,2024,2202,45,6.8,11.0,4.6,9.8,5.0,7.4,12.5,10.3,6.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,11,2024,1578,156,6.7,4.2,2.1,9.4,5.0,5.8,6.8,22.9,7.3
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,10,2024,2184,93,7.2,6.2,5.9,10.5,4.1,10.7,16.2,13.5,5.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,5,2024,1701,113,1.9,2.8,1.6,10.7,5.3,4.4,2.6,28.0,6.9
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4,2024,998,159,2.3,3.4,1.0,13.1,4.7,10.5,2.8,18.4,15.8
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,1,2024,923,38,2.6,2.5,2.2,13.3,5.1,7.6,6.9,12.8,9.7
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,1,2024,1697,157,1.8,1.9,2.6,13.7,5.1,14.0,6.4,20.1,9.5
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,7,2024,1229,128,2.5,3.6,1.1,26.4,4.9,7.4,3.5,31.3,8.1
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,6,2024,1657,70,1.7,4.6,1.1,8.0,5.9,3.8,6.1,14.2,7.6
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,5,2024,1925,135,4.4,4.1,2.1,12.5,5.2,17.1,3.8,26.4,9.4
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,1,2024,1872,113,0.9,5.3,1.7,21.7,4.3,19.6,4.3,15.3,10.6
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1,2025,2202,136,1.3,6.7,1.4,8.7,5.8,12.2,3.6,16.3,13.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,2,2024,1159,129,1.1,3.6,3.9,10.4,5.9,10.6,10.2,18.0,8.7
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,11,2024,2158,133,1.1,3.7,1.3,9.0,4.1,3.6,2.3,13.0,16.5
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,9,2024,1461,162,1.3,7.1,1.7,11.6,5.2,13.8,9.3,28.6,6.5
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,12,2024,1823,94,1.1,3.5,0.7,8.8,5.8,16.6,16.2,19.2,7.1
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,3,2024,1042,72,1.3,3.8,1.4,23.2,4.2,14.6,5.5,17.1,8.3
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1,2024,539,45,1.1,4.2,3.4,12.7,7.6,5.3,7.2,36.8,15.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1589,41,1.9,8.2,2.2,10.2,3.9,5.3,6.5,16.0,16.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1822,156,6.4,6.6,0.9,12.1,4.8,6.5,8.6,24.8,4.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1731,116,4.1,2.5,1.4,12.2,5.6,5.1,9.3,13.5,5.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,4,2024,1330,156,1.8,2.6,0.8,18.7,6.2,6.8,6.6,15.4,7.8
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,2145,127,3.9,4.1,1.3,20.1,8.8,7.2,13.2,12.4,7.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,2167,61,2.0,5.6,5.6,8.1,7.6,14.3,13.2,15.4,8.5
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,1614,52,2.3,3.4,0.6,15.1,4.3,5.3,5.5,19.6,8.8
