hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1.0,2024,2713,78,3.4,2.3,1.6,17.2,8.0,7.8,7.5,18.6,5.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,4.0,2024,2172,28,3.6,5.9,1.8,25.5,5.1,8.6,3.4,18.4,13.4
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,4.0,2024,1159,50,2.5,6.9,0.7,7.3,4.5,14.9,4.7,13.0,13.1
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,7.0,2024,1724,115,1.4,2.7,1.1,13.5,4.2,14.9,2.7,13.4,9.6
H016,Hospital CIMA,Costa Rica,San José,San José Province,11.0,2024,1102,79,1.71,2.4,1.7,9.97,5.5,7.2,2.9,12.1,8.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1.0,2024,1845,41,2.0,2.4,1.1,11.7,4.5,12.0,6.4,12.7,16.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,9.0,2024,557,71,1.81,2.8,1.1,9.62,4.3,17.6,7.1,16.7,8.3
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,3.0,2024,1743,90,1.6,2.5,3.2,11.9,5.1,7.9,12.0,15.0,7.3
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,12.0,2024,612,42,2.2,5.8,5.7,10.0,3.8,3.7,9.8,32.3,7.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,5.0,2024,545,60,1.81,6.7,0.9,9.76,6.0,17.2,2.7,20.3,6.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,7.0,2024,2156,136,2.5,5.9,4.2,9.3,6.9,9.8,16.2,13.3,15.2
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,5.0,2024,1527,72,1.7,3.0,5.2,8.4,7.7,5.9,6.1,11.9,7.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,11.0,2024,1619,92,2.6,4.1,1.1,11.8,5.7,20.7,8.8,10.4,5.2
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,1.0,2025,1020,91,3.8916044345958136,3.2,1.2,15.621420191244846,5.4,7.8,11.8,19.0,4.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,1.0,2024,1842,123,1.9,8.6,1.3,16.4,4.6,6.5,6.1,16.6,8.7
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,4.0,2024,2156,156,4.55,2.6,0.7,18.15,9.1,4.4,7.2,24.0,6.3
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,10.0,2024,1312,155,4.9,4.0,1.6,19.36,6.4,19.7,16.5,13.2,5.9
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,1.0,2024,1657,108,3.3,5.7,1.7,11.7,4.0,3.4,6.2,16.9,6.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,11.0,2024,1330,38,2.0,4.1,1.5,19.9,4.5,8.5,4.2,20.5,16.0
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,7.0,2024,1736,129,2.8,2.7,5.7,12.6,11.0,7.3,3.6,8.7,7.8
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,9.0,2024,2158,188,1.71,3.1,2.1,9.69,5.5,15.2,5.8,13.1,14.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,6.0,2024,764,191,4.55,9.2,2.2,20.44,4.6,9.5,16.5,15.7,6.3
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,5.0,2024,1472,164,1.71,2.5,2.1,9.5,5.5,6.1,6.5,8.7,11.1
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,1.0,2024,604,65,3.8,3.2,3.8,8.0,6.3,6.4,8.0,18.4,6.3
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1.0,2024,1912,42,4.24,1.8,1.0,18.87,4.0,5.2,9.5,17.1,8.4
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1.0,2024,678,106,1.65,1.8,1.1,9.2,7.1,7.5,6.2,20.4,7.3
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2.0,2024,1534,123,3.6,10.4,2.9,9.4,7.5,3.6,3.8,9.2,6.6
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,12.0,2024,2187,109,1.6,8.4,1.1,12.4,4.9,6.3,4.2,16.0,5.8
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,1.0,2024,1008,38,3.97,9.3,1.2,17.08,6.7,8.7,4.4,18.7,6.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,5.0,2024,764,72,1.85,6.1,0.7,9.61,4.3,7.8,7.1,26.7,4.8
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1.0,2024,2687,46,4.64,9.0,1.5,19.08,4.4,8.6,3.1,22.5,7.5
H008,Hospital México,Costa Rica,San José,San José Province,4.0,2024,856,58,1.2,8.8,2.2,12.6,7.1,14.5,12.7,22.5,10.2
H016,Hospital CIMA,Costa Rica,San José,San José Province,3.0,2024,1752,123,1.68,8.9,1.4,9.75,4.6,13.8,8.7,20.3,6.7
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,11.0,2024,1289,79,2.1,2.9,0.8,12.1,6.0,5.5,7.2,20.9,10.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,7.0,2024,1964,151,4.91,3.7,2.9,19.79,4.3,20.8,4.8,26.6,7.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,10.0,2024,694,162,4.3,4.2,1.8,18.6,9.6,4.5,4.2,18.8,6.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,3.0,2024,1262,155,4.74,4.0,1.4,20.09,4.5,10.4,6.8,19.1,4.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5.0,2024,2713,42,1.5,8.4,1.8,10.3,4.7,10.3,3.1,27.1,5.1
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,1.0,2024,882,28,1.8,2.1,2.8,8.7,3.5,20.3,4.3,13.1,5.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,2.0,2024,1274,92,1.65,3.3,1.0,9.28,5.7,9.0,7.2,20.8,9.5
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,7.0,2025,614,78,1.385430748913492,4.5,2.4,10.84556541607486,5.6,4.84,4.3,12.9,7.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,8.0,2024,1458,139,6.9,2.7,0.7,9.5,4.6,4.9,3.7,20.7,6.3
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,7.0,2024,2098,88,4.84,2.9,2.8,19.98,4.3,7.0,2.8,19.1,10.4
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1.0,2024,645,91,1.4,3.2,1.1,6.6,4.4,20.9,9.5,18.1,6.7
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,6.0,2024,1562,61,1.2,6.1,2.1,9.3,5.7,13.0,5.4,13.9,8.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,4.0,2024,1140,105,1.84,2.9,1.6,9.65,4.5,12.4,7.0,13.4,7.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1.0,2024,1323,95,4.56,10.9,4.5,20.43,4.9,5.8,7.4,19.0,9.6
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,12.0,2024,860,110,4.66,6.4,2.8,20.53,7.7,8.4,4.3,16.9,4.8
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1.0,2024,1020,28,1.59,2.5,1.7,9.31,8.0,5.7,6.1,28.5,6.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,7.0,2024,756,130,3.87,2.4,2.2,16.72,5.6,4.3,3.5,31.3,7.9
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,9.0,2024,1925,118,2.0,5.5,5.5,12.1,7.0,5.2,10.0,33.6,6.4
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,9.0,2024,1249,50,3.8,2.6,1.4,17.13,4.8,6.1,4.2,15.3,8.4
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,2.0,2024,618,126,2.1,8.9,2.2,9.9,4.3,17.2,4.2,19.0,5.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,2.0,2024,413,56,4.66,3.0,2.0,20.73,5.8,6.3,6.9,15.2,7.3
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,3.0,2024,552,46,2.1,6.3,2.1,9.4,8.1,3.6,8.8,16.3,5.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,7.0,2024,1623,46,1.8,5.4,1.3,9.84,5.6,9.5,4.1,18.2,6.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1.0,2024,2172,187,1.63,10.8,3.4,9.59,4.2,3.7,6.4,38.0,12.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,4.0,2024,608,123,1.83,1.9,2.2,9.74,4.5,3.8,5.2,19.8,8.2
H016,Hospital CIMA,Costa Rica,San José,San José Province,2.0,2024,1845,118,1.77,7.1,0.8,9.55,6.7,6.1,7.3,16.3,7.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,11.0,2024,1496,162,4.64,8.3,1.8,18.73,5.5,5.7,7.2,31.8,5.6
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,3.0,2024,1319,93,4.0,2.4,2.9,17.06,4.5,5.9,9.3,29.5,7.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,2.0,2025,1487,61,1.4690937885371904,6.5,1.1,8.625361438919176,4.1,8.84,6.0,12.5,6.4
H008,Hospital México,Costa Rica,San José,San José Province,8.0,2024,895,56,2.2,4.5,2.1,17.1,3.5,11.0,9.5,12.3,8.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,9.0,2024,1879,68,1.79,4.6,1.8,9.91,5.7,8.5,6.7,13.1,10.0
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,3.0,2024,748,129,4.6,2.6,4.6,19.37,5.1,19.2,5.0,17.0,7.0
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,8.0,2024,698,52,2.2,2.0,1.6,11.8,7.6,10.4,8.6,31.2,13.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11.0,2024,1280,79,2.3,3.5,2.2,9.8,4.0,7.5,5.1,25.6,7.3
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,2.0,2024,1268,93,3.84,9.1,0.8,16.64,8.7,3.5,3.2,10.0,6.7
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,6.0,2024,1842,60,2.7,5.0,1.7,15.2,5.7,5.4,3.8,18.1,7.7
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,5.0,2024,1123,28,5.3,8.4,1.5,13.7,7.7,9.2,15.9,17.5,9.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,8.0,2024,743,93,7.0,9.0,3.9,9.0,9.4,10.8,6.9,26.7,8.7
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,9.0,2024,1420,104,2.2,2.6,3.0,11.4,4.9,7.4,6.8,13.1,8.2
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,12.0,2024,2694,28,3.1,8.9,1.8,12.7,4.8,10.5,3.2,38.5,5.7
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,2.0,2024,1714,91,4.0,4.6,1.6,14.2,4.6,17.2,7.2,14.9,8.4
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,6.0,2024,756,154,3.91,3.7,1.1,16.75,6.9,8.5,11.7,18.5,9.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,10.0,2024,2158,56,1.72,2.6,0.7,9.85,5.1,9.1,7.0,18.0,8.4
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,4.0,2024,436,41,1.4,2.5,5.6,23.4,4.8,8.1,6.0,17.8,12.9
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,9.0,2024,2156,123,1.5,7.1,1.0,9.8,5.5,14.2,9.4,31.9,7.4
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,3.0,2024,2098,189,5.2,5.4,1.5,8.3,3.8,10.1,2.6,34.3,6.5
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,4.0,2024,1578,94,1.3,6.6,3.5,8.0,4.5,9.6,8.0,14.2,8.2
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,3.0,2024,518,80,4.45,3.3,5.7,18.99,4.9,5.6,4.3,34.5,9.3
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4.0,2024,982,123,2.6,4.5,0.9,24.9,5.9,5.5,8.0,25.6,4.7
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,7.0,2024,2184,56,4.2,7.5,3.0,22.37,4.4,6.5,7.1,20.5,14.1
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,5.0,2025,1822,129,4.169841244759359,2.7,1.3,17.50537226169021,3.8,4.4,2.6,20.6,7.0
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,4.0,2025,868,123,3.9239893221337305,2.6,1.5,20.85961515964968,5.4,5.75,4.8,14.7,8.6
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,6.0,2024,1298,134,2.3,8.8,1.6,16.6,5.9,4.9,10.3,13.6,7.8
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1.0,2024,621,189,4.86,2.9,2.0,20.26,3.5,11.7,5.9,10.4,7.6
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,12.0,2024,1754,147,1.2,8.5,2.9,12.7,5.3,13.2,6.1,14.7,8.7
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,4.0,2024,1847,133,4.31,2.6,0.9,18.38,3.6,4.9,7.2,18.3,7.6
H016,Hospital CIMA,Costa Rica,San José,San José Province,6.0,2024,1438,60,1.82,5.4,1.3,9.84,4.6,14.5,7.1,13.0,7.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4.0,2024,1801,72,4.9,3.4,3.9,17.3,4.7,15.2,6.1,20.6,6.3
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,12.0,2024,2130,124,3.76,4.1,2.4,17.11,7.0,19.6,9.5,13.7,6.5
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,7.0,2024,906,53,4.56,4.2,1.1,20.43,5.5,14.3,7.7,36.8,12.5
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,6.0,2024,1245,94,1.5,3.8,0.9,11.8,6.1,5.2,7.6,9.8,9.2
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,9.0,2024,1461,103,2.8,7.0,1.8,9.0,11.1,20.8,7.1,15.7,5.2
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,3.0,2024,869,153,4.3,2.9,1.4,8.7,8.3,19.0,8.8,13.0,11.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,11.0,2024,1159,28,1.76,4.5,1.1,9.73,4.1,18.5,8.0,19.6,6.4
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,6.0,2024,886,88,3.2,4.3,1.0,10.1,4.5,19.2,3.8,20.3,4.7
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,11.0,2024,1668,155,1.6,2.3,1.0,9.5,6.5,23.9,4.7,13.2,9.6
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,7.0,2024,1189,42,1.0,6.6,3.0,8.9,4.0,6.3,7.3,20.3,6.7
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,9.0,2024,687,89,1.5,4.8,2.7,12.3,3.6,9.3,6.0,13.9,6.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,8.0,2024,1214,60,1.84,8.3,1.6,9.54,4.5,12.1,14.1,24.1,6.6
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,11.0,2024,2145,42,3.4,2.1,0.9,8.7,9.0,9.5,7.0,25.2,4.7
H008,Hospital México,Costa Rica,San José,San José Province,10.0,2024,2202,39,1.6,1.9,1.0,8.8,5.1,7.5,6.5,23.0,15.9
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,9.0,2024,1959,80,4.34,2.5,2.3,19.08,3.8,15.3,9.5,34.6,13.6
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,8.0,2025,1475,117,1.561713663489369,4.6,1.0,11.485234774980954,4.2,12.73,4.2,15.5,5.7
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,3.0,2024,1931,89,1.9,6.6,0.7,10.2,4.9,23.2,3.9,13.9,5.6
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,1.0,2024,1438,56,2.8,4.3,0.7,17.2,7.1,12.3,6.5,13.2,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,6.0,2024,1254,122,1.76,3.0,1.9,9.75,6.4,17.2,9.6,29.2,8.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5.0,2024,1245,153,2.8,3.4,3.2,13.1,3.5,20.3,6.8,18.3,6.7
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,8.0,2024,1593,155,1.8,2.6,2.6,18.7,5.3,8.0,7.1,13.7,15.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,8.0,2024,424,30,4.24,2.1,1.5,22.91,4.0,5.0,7.3,20.1,7.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1.0,2025,2184,105,1.3524122430005976,5.2,3.0,11.290008477859027,4.3,13.45,4.7,24.2,6.3
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,7.0,2024,1437,86,2.5,2.8,1.4,9.8,3.3,8.9,9.3,24.2,8.5
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,5.0,2024,1585,121,3.2,5.8,2.0,11.7,10.8,4.3,4.0,9.5,6.6
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,2.0,2024,856,63,1.3,1.7,5.3,10.1,5.2,9.9,6.6,20.1,7.0
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,10.0,2024,1547,93,4.44,7.7,1.1,18.57,4.3,19.2,5.3,12.0,8.6
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,2.0,2024,1159,63,4.16,2.6,3.6,17.72,4.4,5.6,11.4,18.7,13.7
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,3.0,2024,909,29,4.49,4.4,1.0,18.76,3.5,5.7,9.5,19.3,7.9
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,2.0,2024,1767,122,4.69,5.8,3.0,19.23,8.8,20.3,13.2,19.0,10.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,10.0,2024,791,61,4.05,9.2,1.6,16.73,6.3,5.5,4.3,29.6,8.4
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,12.0,2024,845,127,1.4,2.7,1.4,19.9,10.9,14.0,7.4,31.9,7.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,10.0,2024,1312,123,1.4,8.5,3.4,13.1,4.5,17.6,13.9,17.5,4.7
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,7.0,2024,1159,27,1.3,3.3,1.1,10.1,6.8,14.3,10.1,20.0,6.8
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,3.0,2024,1801,27,1.8,3.9,1.1,11.0,5.3,9.3,7.2,19.2,6.2
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,5.0,2024,1835,53,1.8,4.3,2.9,11.0,4.9,19.2,4.8,9.8,9.7
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,8.0,2024,1465,42,2.6,6.5,3.0,13.2,4.3,5.3,6.8,9.5,11.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,8.0,2024,2698,136,3.6,4.0,1.3,8.8,5.3,9.1,11.4,19.0,7.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,5.0,2024,2178,29,3.6,3.9,1.1,10.3,7.7,6.7,5.0,15.5,5.6
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4.0,2024,1865,55,1.9,7.4,2.8,9.1,4.3,14.4,4.3,29.4,9.5
H016,Hospital CIMA,Costa Rica,San José,San José Province,9.0,2024,1574,93,1.81,3.4,5.8,9.83,4.5,8.4,10.0,16.5,6.7
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,6.0,2024,1701,101,1.67,2.2,2.2,9.5,4.0,9.9,6.1,34.6,7.8
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,4.0,2024,1755,189,4.9,5.4,2.6,9.8,6.3,13.6,3.7,15.4,12.4
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4.0,2024,1333,123,2.0,2.5,1.1,11.6,6.0,14.2,2.6,13.1,10.0
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,10.0,2024,1278,125,3.78,3.9,2.5,16.83,6.5,8.0,7.7,32.2,6.5
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1.0,2024,1456,65,1.66,3.0,3.1,9.56,8.1,9.6,16.8,17.3,11.4
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,1.0,2024,1054,77,3.22,5.66,2.69,13.72,5.88,12.37,7.53,21.67,9.41
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,10.0,2024,1733,117,1.59,3.16,1.16,9.06,4.54,6.82,4.77,12.93,5.86
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,4.0,2024,2652,172,2.09,4.02,1.46,10.68,5.1,7.41,6.23,15.61,6.42
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,1.0,2025,1151,100,2.11,3.81,1.54,11.57,5.02,7.53,5.8,15.84,6.75
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,12.0,2024,696,55,3.18,4.69,2.57,13.91,5.67,10.28,7.45,22.15,9.21
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,9.0,2024,1655,140,1.62,3.02,1.26,10.26,4.19,6.3,4.87,14.55,6.37
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,11.0,2024,826,60,3.87,7.06,3.11,20.0,7.03,14.6,9.97,26.2,11.45
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1.0,2025,780,53,4.06,6.36,3.12,17.78,7.09,14.0,9.58,24.75,9.96
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4.0,2024,1535,113,1.49,2.53,1.2,9.25,4.19,5.63,3.98,14.02,6.46
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,2.0,2024,440,23,6.54,10.8,5.78,26.13,10.18,7.05,17.01,35.61,15.84
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,12.0,2024,1384,84,2.26,4.52,2.02,14.24,5.84,8.9,6.83,17.47,8.76
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1.0,2025,1608,106,2.41,4.18,1.99,11.53,5.91,9.94,6.28,17.72,7.75
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,9.0,2024,2022,143,2.05,3.34,1.72,11.02,5.06,7.55,6.53,15.96,7.43
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,4.0,2024,1623,125,1.07,1.96,0.63,7.34,3.33,3.43,2.52,10.22,4.59
H008,Hospital México,Costa Rica,San José,San José Province,7.0,2024,998,66,2.77,4.56,1.98,13.22,5.15,10.32,7.18,19.87,7.81
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,10.0,2024,1835,117,1.74,3.42,1.51,10.13,4.86,6.83,5.11,15.39,7.53
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,2.0,2024,1280,91,2.32,3.95,1.68,12.15,5.07,9.25,6.05,17.05,7.33
