hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,2,2024,1523,108,1.4,2.5,1.0,8.9,4.2,5.2,4.0,12.4,5.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,5,2024,1589,115,1.5,2.6,1.1,9.4,4.3,5.5,4.3,13.0,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,6,2024,1545,110,1.4,2.5,1.0,9.0,4.2,5.3,4.1,12.5,6.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,2,2024,1523,108,1.4,2.5,1.0,8.9,4.2,5.2,4.0,12.4,5.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1585,114,1.5,2.6,1.1,9.3,4.3,5.5,4.2,12.9,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,12,2024,1601,117,1.6,2.7,1.1,9.5,4.4,5.6,4.4,13.2,6.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,3,2024,1598,116,1.6,2.7,1.1,9.5,4.4,5.6,4.3,13.1,6.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4,2024,1578,114,1.5,2.6,1.1,9.3,4.3,5.5,4.2,12.9,6.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2025,1579,113,1.4,2.4,1.0,8.7,4.1,5.1,3.9,12.1,5.8
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,1593,112,1.59,2.63,1.2,9.23,4.17,5.41,4.06,13.08,6.12
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1546,111,1.61,2.51,1.05,9.4,4.19,5.45,4.36,12.29,6.14
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1542,116,1.59,2.51,1.1,9.5,4.31,5.55,4.21,12.4,6.28
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,5,2024,1603,111,1.56,2.69,1.03,9.44,4.33,5.54,4.44,12.7,6.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,4,2024,1605,117,1.44,2.59,1.05,9.43,4.44,5.55,4.19,12.67,6.22
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,987,68,3.8,6.2,3.1,16.7,6.8,14.2,9.5,24.3,9.7
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,2,2024,970,69,3.73,6.72,3.17,15.88,6.89,14.05,9.81,23.96,9.74
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,6,2024,997,68,3.55,6.36,3.04,16.83,6.69,14.18,10.04,24.49,9.92
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,2,2024,945,64,3.6,6.0,2.9,16.2,6.6,13.8,9.1,23.7,9.4
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5,2025,984,70,4.17,6.03,3.04,16.23,6.97,13.37,9.22,22.59,9.7
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2025,1012,73,3.59,5.68,2.99,15.62,7.01,13.69,8.58,23.42,10.02
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,3,2024,995,69,3.94,6.38,3.08,16.41,6.58,14.14,9.82,24.54,9.42
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,10,2024,1007,70,3.9,6.4,3.1,17.0,6.9,14.5,9.7,24.7,9.9
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,5,2024,1011,70,3.9,6.4,3.2,17.1,7.0,14.6,9.8,24.8,10.0
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,12,2024,770,54,3.0,4.9,2.4,14.4,6.1,11.1,7.5,20.9,8.8
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2024,743,51,2.8,4.7,2.3,13.8,5.9,10.5,7.1,20.2,8.4
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,736,54,2.75,4.67,2.31,13.24,6.06,11.02,7.22,21.09,8.09
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,728,50,2.7,4.6,2.2,13.5,5.8,10.3,6.9,19.9,8.2
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,774,54,2.78,4.64,2.28,14.75,5.98,10.89,7.07,20.31,8.61
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,751,54,2.65,5.05,2.08,13.8,6.01,10.67,6.97,20.18,8.31
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,10,2024,756,52,2.8,4.8,2.3,14.0,6.0,10.7,7.2,20.5,8.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2025,738,51,2.68,4.54,2.12,12.95,5.82,10.01,6.68,18.34,7.97
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,4,2024,751,52,2.8,4.8,2.3,14.0,6.0,10.7,7.2,20.5,8.5
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,3,2024,768,53,2.9,4.9,2.4,14.3,6.1,11.0,7.4,20.8,8.7
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,7,2024,779,54,2.71,4.79,2.36,13.5,5.91,9.45,6.87,20.16,8.11
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,12,2024,770,54,3.0,4.9,2.4,14.4,6.1,11.1,7.5,20.9,8.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1813,131,1.77,3.09,1.43,10.83,4.79,7.17,5.11,15.01,6.77
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,5,2024,1858,132,1.8,3.2,1.4,10.8,4.8,7.0,5.2,15.0,6.9
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,8,2024,1843,133,1.77,3.03,1.34,10.69,4.65,6.62,5.15,14.84,6.74
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,8,2024,1842,130,1.8,3.1,1.4,10.6,4.7,6.9,5.1,14.8,6.8
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,12,2024,1836,129,1.96,3.21,1.24,10.4,4.82,6.52,5.24,15.01,6.7
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,2,2024,1842,131,1.71,3.16,1.46,10.52,4.75,7.01,5.04,14.83,6.83
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,9,2024,1856,132,1.89,3.06,1.32,11.01,4.51,7.23,5.05,14.74,6.71
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1126,79,3.1,5.3,2.6,15.3,6.3,12.2,7.8,22.5,9.1
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1140,80,3.1,5.4,2.6,15.5,6.4,12.4,8.0,22.8,9.3
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1140,80,3.1,5.4,2.6,15.5,6.4,12.4,8.0,22.8,9.3
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1153,82,2.99,5.28,2.62,16.1,6.34,12.77,7.88,23.12,9.39
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1137,76,3.02,5.33,2.6,15.1,6.42,11.79,7.8,22.58,9.26
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,9,2025,1146,82,2.97,4.97,2.41,14.18,6.37,11.02,7.42,21.02,9.21
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,8,2024,1129,79,3.1,5.3,2.6,15.3,6.3,12.2,7.9,22.5,9.1
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2024,1147,75,3.03,5.21,2.61,15.41,6.61,12.55,7.69,22.04,9.26
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,7,2024,1141,79,3.36,5.4,2.54,16.03,6.51,12.87,7.81,23.03,8.78
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,6,2024,1102,77,3.0,5.2,2.5,15.0,6.2,11.9,7.6,22.1,8.9
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,3,2024,1156,81,3.2,5.5,2.7,15.7,6.5,12.6,8.1,23.1,9.4
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,925,65,2.7,4.5,2.1,13.5,5.7,9.8,6.8,19.4,8.2
H008,Hospital México,Costa Rica,San José,San José Province,2,2024,856,58,2.3,4.1,1.9,12.4,5.3,8.9,6.1,18.1,7.5
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,1,2025,906,62,2.3,4.0,1.8,12.1,5.2,8.7,6.0,17.8,7.4
H008,Hospital México,Costa Rica,San José,San José Province,3,2024,923,64,2.6,4.5,2.1,13.4,5.7,9.7,6.7,19.3,8.1
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,925,65,2.7,4.5,2.1,13.5,5.7,9.8,6.8,19.4,8.2
H008,Hospital México,Costa Rica,San José,San José Province,6,2024,903,63,2.65,4.17,2.07,13.4,5.25,8.98,5.99,18.65,8.03
H008,Hospital México,Costa Rica,San José,San José Province,10,2024,891,64,2.61,4.37,2.01,13.3,5.48,8.82,6.45,18.96,8.12
H008,Hospital México,Costa Rica,San José,San José Province,4,2024,872,63,2.38,4.24,1.91,12.95,5.67,9.04,6.57,18.53,7.68
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,873,62,2.5,3.97,2.0,12.99,5.6,9.75,6.65,18.49,7.69
H008,Hospital México,Costa Rica,San José,San José Province,2,2024,911,62,2.22,4.09,2.14,13.64,5.48,9.55,6.52,20.21,8.12
H008,Hospital México,Costa Rica,San José,San José Province,7,2024,918,63,2.6,4.5,2.1,13.3,5.7,9.7,6.6,19.2,8.1
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,1,2024,709,42,4.6,7.1,3.69,19.55,7.66,16.55,10.96,28.39,11.44
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,2,2024,699,46,4.71,7.35,3.58,19.73,8.07,16.35,11.19,27.99,10.91
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,12,2025,718,48,4.38,6.56,3.34,17.75,8.0,14.21,10.19,26.13,10.87
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,6,2025,674,46,3.94,6.78,3.4,17.15,7.7,15.2,10.59,26.61,11.05
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,7,2024,652,47,4.37,7.36,3.66,19.27,7.81,16.57,11.11,28.34,11.1
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,3,2024,559,37,5.22,8.27,4.3,20.49,8.55,19.56,12.62,32.06,12.19
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,8,2024,539,40,5.13,8.17,4.33,21.98,8.77,19.89,12.81,31.46,12.38
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,11,2024,556,37,5.31,8.51,4.69,20.44,8.56,19.67,12.69,29.66,12.23
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,6,2024,563,36,5.41,8.44,4.25,21.55,8.88,19.02,12.5,31.6,12.64
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,4,2024,556,37,5.39,8.6,4.73,21.61,8.71,18.7,12.51,32.05,12.28
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,9,2024,419,28,6.7,10.4,5.5,26.2,10.7,23.9,16.1,38.5,15.7
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,8,2024,426,28,6.9,10.6,5.6,26.6,10.9,24.3,16.4,39.1,16.0
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,7,2024,443,29,5.96,10.86,5.86,26.21,10.73,23.85,16.83,40.02,16.53
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,10,2024,438,27,6.99,9.95,5.91,26.31,10.85,24.45,15.7,41.6,15.96
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,446,29,6.35,10.72,5.65,26.88,10.43,25.61,16.41,39.08,15.86
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,435,28,6.28,9.98,5.91,26.26,10.73,23.52,15.42,39.85,15.93
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,4,2024,441,27,6.77,10.48,5.37,26.54,10.87,23.3,16.74,38.8,16.39
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,2,2024,2623,184,2.0,3.5,1.5,10.9,4.8,7.2,5.5,14.9,6.7
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,11,2024,2689,189,2.1,3.6,1.6,11.4,4.9,7.5,5.8,15.4,6.9
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,6,2024,2654,187,2.0,3.5,1.6,11.1,4.9,7.3,5.7,15.1,6.8
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,7,2024,2669,186,2.17,3.48,1.75,10.65,5.15,7.62,5.84,15.25,7.05
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,10,2024,2728,188,2.13,3.67,1.74,11.02,4.87,7.29,5.47,16.26,6.69
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,1,2025,2703,191,1.9,3.4,1.5,10.6,4.7,7.0,5.4,14.6,6.5
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,12,2024,2632,190,1.99,3.96,1.63,11.37,4.94,7.62,5.83,15.23,6.84
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,7,2024,2718,187,2.29,3.76,1.72,11.62,4.81,7.41,5.98,14.95,7.12
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,10,2024,2792,187,2.25,3.3,1.47,10.94,4.81,7.62,5.93,15.37,6.93
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,9,2024,2671,188,2.1,3.6,1.6,11.2,4.9,7.4,5.8,15.3,6.9
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,6,2024,2654,187,2.0,3.5,1.6,11.1,4.9,7.3,5.7,15.1,6.8
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,7,2024,1481,104,2.0,3.4,1.5,11.1,4.9,7.4,5.6,15.6,7.2
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,5,2024,1474,104,2.0,3.4,1.5,11.1,4.9,7.3,5.5,15.5,7.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,1,2024,1431,102,1.96,3.37,1.39,11.17,4.65,7.44,5.17,15.17,7.2
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,5,2024,1474,104,2.0,3.4,1.5,11.1,4.9,7.3,5.5,15.5,7.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,11,2024,1458,102,1.9,3.3,1.5,10.9,4.8,7.1,5.4,15.3,7.0
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,8,2025,1456,101,1.87,3.05,1.4,11.07,4.84,7.03,4.99,14.42,7.32
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,9,2024,1455,103,1.76,3.37,1.35,10.59,5.0,6.91,5.52,14.55,7.37
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,3,2024,1473,105,1.96,3.33,1.54,11.41,4.96,6.66,5.18,15.01,7.03
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,6,2025,1481,103,1.76,3.25,1.53,10.4,4.78,6.6,4.86,14.37,6.75
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,1,2024,1456,102,1.9,3.3,1.5,10.8,4.8,7.1,5.4,15.2,7.0
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,9,2024,1704,124,1.05,1.81,0.73,8.42,3.55,3.66,2.67,9.28,5.14
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2024,1753,123,1.04,1.66,0.65,6.79,3.49,3.5,2.46,8.85,4.41
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,6,2024,1703,120,1.0,1.8,0.7,7.0,3.5,3.5,2.5,9.0,4.6
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,11,2025,1742,122,0.91,1.68,0.62,6.2,3.39,3.45,2.29,8.93,4.69
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,2,2024,1734,123,0.93,1.89,0.71,6.9,3.37,3.7,2.63,9.27,4.52
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,11,2024,1725,121,1.0,1.8,0.7,7.1,3.5,3.6,2.6,9.2,4.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,8,2024,1735,125,1.01,1.91,0.62,8.93,3.6,3.64,2.74,9.02,4.96
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,11,2024,1614,113,1.6,2.8,1.2,9.7,4.5,6.1,4.6,13.5,6.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,6,2024,1609,113,1.65,2.75,1.13,9.7,4.48,5.83,4.78,13.98,6.48
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,3,2024,1606,115,1.57,2.73,1.12,9.91,4.56,6.23,4.59,13.56,6.57
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,2,2024,1612,114,1.46,2.98,1.3,9.56,4.47,6.2,4.69,13.82,6.79
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,5,2024,1582,112,1.68,2.71,1.11,9.75,4.59,5.86,3.99,13.2,6.64
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,7,2024,1628,115,1.77,2.88,1.14,9.94,4.63,6.34,4.72,13.98,6.63
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,6,2024,1593,112,1.5,2.7,1.1,9.5,4.4,5.9,4.5,13.2,6.3
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2025,1625,114,1.4,2.6,1.0,9.1,4.3,5.6,4.2,12.7,6.0
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,4,2024,1623,114,1.6,2.8,1.2,9.9,4.5,6.2,4.7,13.7,6.5
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,5,2024,1634,115,1.7,2.9,1.2,10.0,4.6,6.3,4.7,13.8,6.5
H016,Hospital CIMA,Costa Rica,San José,San José Province,8,2025,1268,89,1.1,2.27,1.01,7.92,4.15,4.81,3.84,11.08,5.87
H016,Hospital CIMA,Costa Rica,San José,San José Province,2,2024,1285,93,1.46,2.36,1.09,7.4,3.9,5.3,3.81,11.8,5.94
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2025,1298,91,1.2,2.2,0.9,8.3,3.9,4.8,3.5,11.4,5.5
H016,Hospital CIMA,Costa Rica,San José,San José Province,11,2024,1315,93,1.35,2.29,0.98,7.1,4.0,5.52,4.07,12.08,5.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,3,2024,1317,93,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2024,1289,90,1.4,2.4,1.0,8.9,4.1,5.2,3.9,12.1,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,7,2024,1312,92,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,9,2024,1280,90,1.4,2.4,1.0,8.8,4.1,5.1,3.8,12.0,5.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,7,2024,1312,92,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,9,2024,1298,91,1.43,2.37,0.96,8.02,3.94,5.4,3.82,12.2,5.89
H016,Hospital CIMA,Costa Rica,San José,San José Province,3,2024,1317,93,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,6,2024,1283,89,1.43,2.41,1.05,8.12,4.17,5.32,3.99,12.37,6.05
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,12,2024,1059,75,1.6,2.8,1.2,9.8,4.5,5.9,4.5,13.4,6.4
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,8,2024,1040,74,1.49,2.76,1.1,10.05,4.28,5.64,4.06,12.63,6.23
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1045,73,1.5,2.7,1.1,9.6,4.4,5.7,4.3,13.1,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,8,2024,1037,72,1.5,2.6,1.1,9.5,4.3,5.6,4.2,12.9,6.1
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1073,73,1.55,2.81,1.02,9.43,4.29,5.58,4.19,12.55,6.16
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,6,2024,1023,72,1.55,2.76,1.13,9.44,4.25,5.74,4.29,13.21,6.23
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1045,73,1.5,2.7,1.1,9.6,4.4,5.7,4.3,13.1,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,1,2024,1047,72,1.36,2.57,0.93,8.97,4.4,5.76,4.29,12.45,6.12
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,3,2024,1056,74,1.6,2.7,1.1,9.7,4.4,5.8,4.4,13.3,6.3
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,9,2024,1057,73,1.43,2.61,1.1,9.2,4.17,5.54,4.11,12.84,5.85
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,6,2024,1020,71,1.4,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,4,2024,791,55,3.88,6.9,3.33,17.62,7.38,16.0,10.42,26.41,10.54
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,5,2024,756,55,3.91,6.77,3.45,18.34,7.67,14.69,10.51,26.16,10.16
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,10,2024,804,55,4.2,6.8,3.5,18.7,7.6,15.6,10.3,27.1,10.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,6,2024,774,54,4.19,6.8,3.44,18.11,7.32,15.27,10.53,27.03,10.54
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,5,2024,807,56,4.2,6.8,3.5,18.7,7.6,15.6,10.4,27.1,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,6,2024,773,53,4.0,6.5,3.3,18.0,7.3,14.9,9.9,26.1,10.4
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,2,2024,763,53,3.83,7.11,3.39,19.26,7.09,15.01,10.41,26.78,10.82
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2024,817,57,4.19,6.71,3.42,18.69,7.24,15.16,9.62,26.93,10.86
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,7,2024,813,56,4.3,6.9,3.5,18.8,7.7,15.7,10.4,27.3,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,5,2024,807,56,4.2,6.8,3.5,18.7,7.6,15.6,10.4,27.1,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,6,2024,773,53,4.0,6.5,3.3,18.0,7.3,14.9,9.9,26.1,10.4
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2025,802,55,3.8,6.3,3.1,17.3,7.0,14.3,9.5,25.2,10.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,2,2024,1720,124,2.01,3.35,1.65,11.61,5.17,7.5,6.01,17.06,7.49
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,2,2024,1749,125,2.09,3.48,1.48,12.18,4.99,7.82,5.87,16.23,7.38
