hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,7,2025,1647,133,2.6,3.5,1.1,13.9,8.9,8.0,6.1,20.4,10.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1419,58,4.1,2.8,1.4,9.4,5.5,8.0,7.2,19.3,7.7
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,6,2024,1257,64,5.3,2.6,3.1,22.8,9.5,5.2,6.7,12.0,8.6
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2025,1330,123,2.5,7.7,3.5,12.3,6.3,7.4,9.3,10.6,6.3
H016,Hospital CIMA,Costa Rica,San José,San José Province,7,2024,1623,136,1.4,4.5,0.9,11.8,4.4,6.1,3.6,32.5,8.3
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,6,2024,802,136,7.0,8.3,1.5,27.0,8.9,5.9,2.6,13.7,8.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,9,2024,705,154,2.5,5.9,4.2,25.5,6.1,7.2,6.3,39.7,7.6
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,10,2024,1747,55,1.6,10.8,2.8,13.0,3.5,7.8,9.1,22.8,11.3
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,1770,129,2.1,4.3,1.8,10.7,4.6,5.7,15.9,12.1,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1024,154,2.5,2.7,1.9,9.7,5.2,9.1,4.4,13.9,7.9
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,7,2024,2164,37,1.1,2.7,3.8,16.4,4.0,18.9,14.0,13.4,7.7
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1,2024,756,59,5.3,4.3,3.0,22.8,9.2,10.0,9.6,33.5,7.3
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,12,2024,1320,79,2.3,5.8,3.4,17.4,4.6,5.7,2.7,14.7,7.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,6,2024,1458,136,1.9,6.8,1.7,11.6,5.5,5.7,9.7,16.7,5.8
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,4,2024,1865,138,5.4,4.4,2.6,21.8,5.5,5.2,3.7,39.8,4.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,10,2024,1437,52,1.3,2.6,4.7,13.3,5.3,4.7,6.8,24.9,13.0
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,8,2024,1256,130,1.3,4.5,4.0,24.9,7.7,6.0,6.4,15.4,10.0
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,4,2024,1059,129,1.0,8.1,1.0,11.3,4.6,18.5,5.2,30.2,11.1
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,11,2024,1011,36,3.8,6.8,1.2,13.8,6.0,8.5,13.6,27.4,8.1
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,4,2024,1342,156,7.2,2.5,4.6,27.1,4.7,5.4,13.6,24.8,7.6
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1,2024,1715,53,1.2,4.7,2.8,8.6,6.0,14.2,4.3,29.6,10.2
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,768,122,4.0,2.5,1.4,12.3,3.5,10.4,14.0,13.4,6.1
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1449,37,3.6,4.6,4.7,12.3,4.8,10.5,9.2,16.5,8.6
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,7,2024,1449,121,1.4,6.0,1.7,8.4,6.4,9.4,6.4,30.2,9.9
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,9,2024,1002,120,2.2,2.8,0.8,12.8,5.4,13.8,3.5,17.2,10.1
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,7,2024,1267,61,5.2,8.6,1.9,22.0,3.6,14.4,6.9,38.9,15.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,3,2024,645,129,1.4,3.3,2.1,10.7,4.7,11.7,14.1,13.8,7.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4,2024,1762,128,3.8,2.3,1.1,7.2,4.3,16.2,3.2,9.5,7.0
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,9,2024,1738,129,5.3,3.2,0.7,23.8,8.9,12.6,7.2,27.3,8.1
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,1,2024,1770,136,2.6,4.6,0.9,24.0,5.1,7.7,4.5,15.3,15.8
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,5,2024,1247,36,2.5,10.4,3.0,18.0,6.5,5.0,6.5,10.1,7.6
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,7,2024,1527,127,6.9,6.1,2.2,12.4,5.4,7.2,5.3,40.3,8.6
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,10,2024,1754,120,3.4,4.2,3.0,12.7,7.9,10.9,11.3,22.7,6.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,9,2024,1458,129,1.4,6.2,0.6,10.7,4.4,5.2,13.0,16.5,9.4
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,7,2025,1257,129,1.7,4.3,3.4,10.6,6.5,6.3,9.8,19.9,7.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,3,2024,1333,53,0.9,1.8,1.2,22.2,5.5,8.1,10.4,38.5,15.2
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,1135,153,7.1,7.6,3.0,27.1,3.8,7.8,9.1,29.5,11.1
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,11,2024,1268,128,2.5,4.6,1.5,11.4,8.6,19.2,6.3,29.6,9.4
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,12,2024,2196,102,2.5,2.7,1.0,10.2,6.7,6.1,8.8,14.7,7.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1709,48,1.4,3.8,1.5,11.6,3.6,5.4,6.8,29.4,8.6
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,3,2024,1467,156,1.2,3.8,2.6,13.9,4.5,9.0,6.5,18.5,5.9
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,8,2024,1789,51,6.9,3.8,1.8,15.0,4.9,11.9,6.0,12.4,16.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,7,2024,1256,194,3.8,4.3,0.9,19.0,3.6,7.1,10.4,12.0,8.6
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,8,2024,1467,103,1.4,6.1,1.4,10.7,5.3,4.4,8.0,24.4,6.9
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,12,2024,1437,122,1.0,2.9,2.5,7.9,4.4,20.9,7.0,33.6,9.9
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,6,2024,869,104,1.5,5.9,3.7,16.6,5.9,5.8,2.9,14.8,4.8
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,8,2024,1801,45,2.1,4.6,3.1,11.7,6.7,8.7,4.5,18.8,7.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,9,2024,987,110,5.7,4.2,1.1,23.4,5.1,5.6,4.7,17.2,9.7
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,2,2024,1570,61,1.3,8.6,2.3,16.2,3.6,15.6,6.9,24.3,8.3
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,10,2024,872,104,3.6,2.3,2.1,10.2,4.5,5.3,4.3,13.5,7.6
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1254,90,1.5,5.8,1.6,10.2,4.7,8.2,5.3,38.7,6.1
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,4,2024,1314,120,1.9,2.5,3.1,16.5,4.0,4.2,5.9,15.1,13.6
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,3,2024,1770,103,2.4,3.9,1.0,22.0,8.0,9.0,8.1,29.1,6.3
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,6,2025,745,74,1.6,4.6,2.6,16.2,7.6,24.8,16.8,18.0,5.5
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,4,2024,1754,123,5.3,2.2,1.7,10.6,3.7,24.1,7.1,13.1,7.3
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,8,2024,1333,154,2.3,4.2,0.9,13.5,9.6,5.1,9.3,15.3,7.2
H016,Hospital CIMA,Costa Rica,San José,San José Province,7,2024,1482,61,1.4,4.1,1.0,26.8,5.0,7.7,5.3,13.9,7.4
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,11,2024,1723,58,1.2,4.7,1.1,11.3,8.4,9.4,4.4,23.0,6.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,2,2024,1717,149,1.5,2.7,1.5,9.6,4.0,19.0,4.7,11.8,6.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1,2024,1018,46,5.5,4.3,1.0,21.8,5.5,4.4,6.6,14.7,6.2
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,4,2024,1490,131,1.5,2.3,1.4,8.3,7.7,5.4,9.6,29.6,10.9
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,3,2024,2698,96,1.1,5.7,2.2,11.3,8.7,11.9,7.0,16.9,6.8
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,5,2024,1037,134,2.4,4.3,1.0,13.1,4.1,8.1,2.7,19.9,7.9
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,11,2024,1544,58,2.3,3.2,2.2,11.6,3.5,7.8,6.0,25.6,8.4
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,5,2024,1860,124,5.1,2.3,1.0,21.7,4.9,10.3,7.3,18.6,9.8
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1,2024,1553,115,3.2,4.5,0.6,8.9,6.0,9.4,4.0,12.6,5.8
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,1,2024,735,109,2.0,3.5,5.6,26.5,5.4,9.4,3.7,12.2,5.5
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,2,2024,413,92,1.5,3.8,1.8,10.1,5.2,10.0,4.2,14.6,11.9
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,8,2024,627,106,4.6,8.1,1.6,19.1,8.1,23.6,6.3,22.8,6.0
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,12,2025,1135,65,2.6,7.3,1.0,13.7,4.6,8.1,3.7,16.3,10.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,3,2024,1812,61,1.8,3.2,1.5,10.0,5.7,12.2,4.3,13.3,7.9
H008,Hospital México,Costa Rica,San José,San José Province,8,2024,1252,119,3.2,2.6,1.9,8.6,6.9,23.9,3.6,16.3,9.9
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,4,2024,1472,37,4.6,2.6,1.9,19.1,3.6,5.6,9.7,11.8,8.2
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,9,2024,439,58,7.1,4.8,0.8,7.5,7.0,18.5,3.7,15.3,8.3
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,8,2024,1482,136,5.3,2.5,1.3,21.0,9.6,17.2,11.3,26.4,7.5
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,3,2024,1755,115,1.9,6.8,3.8,9.0,6.9,9.1,6.5,13.8,7.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,7,2024,2172,122,1.2,4.2,1.6,13.9,5.0,5.2,11.7,15.3,8.2
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,6,2024,2156,88,1.2,5.4,0.6,12.4,9.4,9.4,5.6,22.7,9.7
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,3,2024,1801,42,3.8,7.3,1.7,13.4,5.3,8.7,4.3,12.7,6.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,3,2024,672,104,1.8,5.4,4.9,9.1,3.9,24.7,6.0,12.1,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,9,2024,1725,117,1.4,6.0,1.0,14.7,4.5,11.9,14.0,31.9,5.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2024,869,112,1.0,2.5,3.2,9.1,5.2,8.1,6.3,29.0,6.5
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,3,2024,1745,28,2.8,5.3,3.3,13.5,4.5,7.1,3.9,16.2,8.5
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2025,1254,129,7.1,7.2,3.0,26.6,10.2,14.0,5.8,28.6,6.1
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,2,2024,1319,115,6.8,3.8,1.1,26.5,10.8,9.4,5.3,18.3,7.3
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,3,2024,768,125,1.2,6.4,1.7,11.0,5.0,9.1,4.7,18.4,10.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,4,2024,1102,164,1.5,4.1,3.9,27.3,5.1,5.8,13.4,19.2,4.7
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,2,2024,768,29,5.7,7.7,3.7,26.5,7.1,7.7,5.6,16.0,10.8
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,2623,131,3.1,4.1,0.7,7.9,6.1,5.4,10.0,12.8,8.9
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,11,2024,2156,42,2.2,1.8,2.2,9.4,6.6,8.6,9.0,12.2,8.1
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,10,2024,1789,153,5.3,1.8,1.6,22.4,5.5,9.2,6.3,25.0,8.4
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,10,2024,2134,103,0.9,4.3,3.0,16.5,5.7,7.6,10.4,10.5,8.1
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,6,2024,1045,128,1.5,4.2,3.1,12.3,4.0,24.1,6.9,32.5,8.0
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,8,2024,1835,61,1.8,2.6,2.2,12.3,4.4,5.8,3.6,31.7,6.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,2,2024,1725,61,1.0,4.3,0.7,13.6,4.3,6.6,6.3,18.3,10.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,7,2024,616,73,3.6,3.9,3.2,10.1,6.7,20.8,4.2,27.1,6.3
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,3,2024,1290,88,2.9,3.9,1.8,10.9,6.6,20.6,5.2,15.7,4.8
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,4,2024,1002,113,4.2,2.8,1.3,19.9,6.8,15.3,13.6,11.4,7.7
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,11,2024,1734,155,1.5,4.9,1.3,24.9,4.8,3.6,3.4,11.6,8.0
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,3,2024,423,86,5.1,3.3,1.7,21.8,6.0,7.8,8.7,14.9,5.1
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,1567,29,5.5,7.6,1.8,22.2,6.0,9.0,6.8,28.6,7.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,9,2024,2189,60,1.5,3.5,1.8,12.3,7.6,18.7,13.1,13.1,16.2
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,10,2024,1869,105,1.0,10.6,1.9,13.7,5.3,14.4,6.9,15.1,8.6
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,1,2024,1556,42,4.5,1.7,1.6,19.7,7.4,8.5,11.5,20.2,4.7
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,1578,126,2.5,9.0,2.3,23.4,5.6,8.1,13.7,18.2,6.3
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,11,2024,413,53,1.5,4.6,4.3,10.7,7.3,7.4,6.8,13.7,8.3
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,11,2025,2750,156,1.8,2.7,3.0,19.1,4.4,5.8,3.6,13.4,10.7
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,12,2024,1487,134,6.9,6.4,4.8,27.2,4.9,9.0,4.2,18.5,9.3
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,12,2025,1830,102,1.7,1.8,1.9,16.2,5.7,5.4,5.0,22.5,15.8
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,5,2024,918,39,7.1,8.5,3.8,9.4,5.7,7.8,2.4,32.9,15.8
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,1,2024,1011,114,3.7,6.3,2.1,8.9,5.7,8.9,5.4,17.5,6.8
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,4,2024,867,88,2.0,5.3,5.6,10.9,4.4,5.2,6.3,19.5,9.9
H008,Hospital México,Costa Rica,San José,San José Province,8,2024,554,42,1.4,3.3,1.6,9.5,5.1,9.6,7.5,18.0,11.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,11,2024,1830,61,3.1,6.0,1.7,16.2,4.3,5.2,4.6,18.1,15.5
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,7,2024,1578,94,4.5,8.7,4.2,19.1,6.8,19.2,9.1,32.9,7.0
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2024,623,108,2.8,2.4,1.6,15.5,4.6,13.8,8.7,20.1,6.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2024,551,29,1.4,4.2,1.7,12.3,9.2,14.7,5.2,9.1,10.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2024,2172,115,1.9,8.3,2.1,18.0,9.6,7.8,6.3,30.2,8.9
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,7,2024,1931,104,2.4,1.9,3.7,18.7,4.4,23.6,6.2,16.4,16.5
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,8,2024,1527,138,3.1,3.4,4.2,10.6,6.8,10.7,13.1,13.2,10.0
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,1134,114,2.5,2.9,3.3,9.1,6.5,11.4,7.2,12.5,4.7
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,9,2024,1247,125,4.3,4.7,1.5,11.2,7.9,10.4,6.0,20.5,9.4
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,6,2024,1135,160,1.0,3.7,1.3,12.6,4.3,16.5,3.6,12.3,7.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,2,2024,1018,129,1.6,6.5,2.4,11.6,4.5,5.9,10.4,12.7,8.6
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1,2024,1647,134,4.2,2.5,1.7,9.6,4.8,11.7,7.4,30.2,4.7
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,7,2024,1262,28,3.5,2.4,1.8,13.4,4.8,7.7,4.5,15.6,8.4
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,1,2024,1040,48,1.3,2.5,1.8,10.9,4.6,8.5,7.3,33.2,13.5
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1743,104,1.9,2.3,1.4,10.7,5.7,8.5,4.0,15.5,8.2
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,1,2024,1527,63,5.1,2.6,1.5,21.0,4.5,10.2,6.8,16.5,5.8
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,12,2024,1570,157,2.5,1.8,3.4,7.1,5.8,14.6,5.8,24.7,9.5
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,3,2024,1312,134,2.8,4.6,1.0,7.1,4.3,19.5,6.8,12.2,6.1
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,12,2024,554,87,1.0,3.8,0.9,11.8,5.4,6.2,6.8,24.5,6.2
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,12,2024,1312,87,1.0,6.4,3.0,13.6,4.4,11.1,5.8,14.7,8.4
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,8,2024,1585,135,3.6,8.9,1.7,10.1,4.6,6.0,3.6,13.9,8.1
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,11,2025,2718,91,2.5,2.9,3.0,13.0,5.2,3.8,9.7,15.7,7.2
H016,Hospital CIMA,Costa Rica,San José,San José Province,11,2024,1835,108,1.4,4.8,2.8,8.8,6.9,6.9,9.6,29.1,9.3
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,604,71,3.4,3.4,1.1,13.4,5.1,14.7,10.5,12.3,7.6
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,4,2024,1938,73,1.2,2.8,1.7,18.2,4.9,6.8,2.6,9.3,9.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,6,2024,419,51,2.6,5.7,4.3,19.1,6.5,5.7,6.4,14.8,6.6
H008,Hospital México,Costa Rica,San José,San José Province,10,2024,1634,29,1.7,4.1,1.7,11.4,5.7,6.8,4.6,20.2,4.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,6,2024,531,86,0.9,3.3,2.0,11.5,5.1,19.6,6.9,20.5,12.6
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,2,2024,554,79,1.9,4.3,1.5,7.5,5.7,17.1,11.3,15.3,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,8,2025,1867,132,7.1,6.0,1.6,13.1,7.8,18.9,7.0,13.0,8.4
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,6,2024,1317,75,1.3,3.0,1.3,27.1,5.3,4.2,4.4,13.0,16.3
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,1,2024,1647,26,2.1,6.7,1.3,10.3,4.9,4.3,5.9,13.8,14.1
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,5,2024,1650,88,2.5,2.7,2.9,7.9,4.2,15.8,12.8,30.2,9.6
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,7,2024,2187,103,1.6,3.2,0.8,6.8,5.8,19.3,5.3,38.5,6.3
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,4,2024,2750,87,1.2,2.5,3.4,8.8,6.0,9.3,10.2,28.3,5.2
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4,2024,789,71,1.6,3.5,1.5,21.7,6.4,18.9,5.4,12.1,6.2
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,1,2024,1876,92,6.8,2.3,1.4,27.0,6.9,9.6,3.9,17.7,5.5
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,5,2024,2671,94,2.6,2.9,1.3,8.7,8.7,8.0,10.3,31.9,10.4
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,6,2024,1912,62,7.1,8.8,4.5,27.2,9.2,7.0,5.5,12.2,8.8
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,5,2025,619,154,2.5,3.1,2.0,12.3,4.2,15.9,4.5,15.3,5.5
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,10,2024,856,69,1.3,4.4,3.6,13.9,4.6,9.6,7.6,18.6,7.0
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,1,2024,1438,42,6.4,3.4,1.5,26.4,3.9,18.9,6.9,17.5,8.2
